tipo,severidad,clave,nombre_en_fuente,detalle,consecuencia,resolucion,en_poblacion_uft,coocurren_en_publicaciones,n_publicaciones_sin_otra_deteccion
P-04_nombre_con_multiples_scopus_id,alta,"Moya, Patricia","Moya, Patricia",57767862900|60235456000,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,True,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Moreno, Sergio","Moreno, Sergio",56229831900|59919704200,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,True,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Hartmann Schatloff, Dan","Hartmann Schatloff, Dan",58612624500|59093175300,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,True,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Franco, Pamela","Franco, Pamela",57204045244|59390952700,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,False,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Quezada, Mauricio","Quezada, Mauricio",56013972600|60138063800,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,True,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Wolvius, Eppo","Wolvius, Eppo",57201454707|6602721170,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,False,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Rojas, Dario","Rojas, Dario",57196001996|60585234300,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,True,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Ibáñez, Agustín","Ibáñez, Agustín",55172691400|59795107500,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,False,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Castillo, Oscar","Castillo, Oscar",60129542700|7007101727,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,True,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Bressan, Rodrigo","Bressan, Rodrigo",57217026032|7005575041,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,False,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Miyata, Jun","Miyata, Jun",35570650200|57226205586,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,False,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Marques, Tiago Reis","Marques, Tiago Reis",54785084900|59663513800,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,False,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Schumann, Gunter","Schumann, Gunter",57204862136|7103329271,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,False,0.0,
P-04_nombre_con_multiples_scopus_id,alta,"Lin, John C.","Lin, John C.",56009348900|59503986900,perfil Scopus fragmentado u homonimia,NO_RESOLVER_AUTOMATICAMENTE,False,1.0,
P-05_scopus_id_con_multiples_nombres,media,56736590700,"Krishna Rao, Challa","Krishna Rao, Challa|Rao, Challa Krishna",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55785548400,"Yanine, Fernando","Yanine, Fernando|Yanine, Franco Fernando",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58289745500,"Bruna Mejias, Alejandro","Bruna Mejias, Alejandro|Bruna-Mejias, Alejandro|Bruna-Mejía, Alejandro|Bruna-Mejías, Alejandro",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59387918700,"Meneses Caroca, Trinidad","Meneses Caroca, Trinidad|Meneses-Caroca, Trinidad",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58553070900,"Nova Baeza, Pablo","Nova Baeza, Pablo|Nova-Baeza, Pablo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57219486372,"Orellana Donoso, Mathias","Orellana Donoso, Mathias|Orellana-Donoso, Mathias|Orellana-Donoso, Mathias Ignacio",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57224768310,"Suazo Santibañez, Alejandra","Suazo Santibañez, Alejandra|Suazo-Santibañez, Alejandra|Suazo-Santibáñez, Alejandra",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,7003900010,"Sanchis Gimeno, Juan","Sanchis Gimeno, Juan|Sanchis-Gimeno, Juan|Sanchis-Gimeno, Juan A.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55365149800,"Valenzuela Fuenzalida, Juan Jose","Valenzuela Fuenzalida, Juan Jose|Valenzuela Fuenzalida, Juan José|Valenzuela-Fuenzalida, Juan Jose|Valenzuela-Fuenzalida, Juan José",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59158543100,"Ramirez, Paulina","Ramirez, Paulina|Ramírez, Paulina",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58509256700,"Giglio Jimenez, Andres","Giglio Jimenez, Andres|Giglio Jiménez, Andres|Giglio, Andres|Giglio, Andrés",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,23089038400,"Lopez-Arana, Sandra","Lopez-Arana, Sandra|López Arana, Sandra|López-Arana, Sandra",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57196003508,"Ferre, Andres","Ferre, Andres|Ferre, Andrés",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57200188404,"Giordanino, Elián","Giordanino, Elián|Giordanino, Elián Facundo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56076763200,"Castro, Mauricio","Castro, Mauricio|Castro-Sepulveda, Mauricio|Castro-Sepúlveda, M.|Castro-Sepúlveda, Mauricio",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55891096400,"Mendez-Rebolledo, Guillermo","Mendez-Rebolledo, Guillermo|Méndez-Rebolledo, Guillermo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57222588237,"Chantler, Jennifer","Chantler, Jennifer|Chantler, Jennifer GM",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57203070356,"Jung, Ronald","Jung, Ronald|Jung, Ronald E|Jung, Ronald E.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57130416100,"Strauss, Franz J","Strauss, Franz J|Strauss, Franz J.|Strauss, Franz Josef|Strauss, Franz-Josef",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,23135572300,"Thoma, Daniel","Thoma, Daniel|Thoma, Daniel S.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59731713300,"Sanhueza, M.Bernardita","Sanhueza, M.Bernardita|Sanhueza, María Bernardita",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59137082400,"Pizarro, Sebastian","Pizarro, Sebastian|Pizarro, Sebastián|Pizarro, Sebastián Ignacio",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57220042775,"Hernández, Luis Thielemann","Hernández, Luis Thielemann|Thielemann, Luis",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,35195498000,"Diaz, Franco","Diaz, Franco|Díaz, Franco|Dıaz, Franco",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57218561165,"Vasquez-Hoyos, Pablo","Vasquez-Hoyos, Pablo|Vásquez-Hoyos, Pablo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6602421035,"Pon, Steve","Pon, Steve|Pon, Steven",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57194757737,"Gonzalez-Dambrauskas, Sebastian","Gonzalez-Dambrauskas, Sebastian|González-Dambrauskas, Sebastián",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,7003810041,"Rotta, Alex","Rotta, Alex|Rotta, Alexandre Tellechea",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57190610243,"Izquierdo, Ledys","Izquierdo, Ledys|Izquierdo, LedysMaria",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57204291378,"Lopez Alarcon, Yurika Paola","Lopez Alarcon, Yurika Paola|Lopez-Alarcon, Yurika",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58612624500,"Hartmann Schatloff, Dan","Hartmann Schatloff, Dan|Hartmann, Dan",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,36996964200,"Cancino, Jorge","Cancino, Jorge|Cancino-Lopez, Jorge|Cancino-López, Jorge",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,23010885100,"Zbinden-Foncea, H.","Zbinden-Foncea, H.|Zbinden-Foncea, Hermann",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,35102305800,"Henriquez-Olguin, Carlos","Henriquez-Olguin, Carlos|Henriquez-Olguín, Carlos|Henríquez-Olguin, Carlos|Henríquez-Olguín, Carlos",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58107619600,"Baez Flores, Belen","Baez Flores, Belen|Baez Flores, Belén|Baez, Belen|Baez-Flores, Belén",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58620888800,"Leyton, Javiera","Leyton, Javiera|Silva, Javiera Leyton",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,40560907000,"Becerra Farfan, Alvaro","Becerra Farfan, Alvaro|Becerra Farfán, Álvaro|Becerra-Farfan, Alvaro|Becerra-Farfan, Álvaro|Becerra-Farfán, Alvaro|Becerra-Farfán, Álvaro",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57216877387,"Gutiérrez-Pino, J.","Gutiérrez-Pino, J.|Gutiérrez-Pino, Juan",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59188418500,"Carriel-Nesvara, A.","Carriel-Nesvara, A.|Carriel-Nesvara, Alfonso",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57416791800,"Ceron, Maria L.","Ceron, Maria L.|Ceron, María Luisa|Cerón, María Luisa",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57201182805,"Dávila, Camila Moyano","Dávila, Camila Moyano|Moyano Davila, Camila|Moyano Dávila, Camila",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57357830000,"Alarcón Arcos, Samanta","Alarcón Arcos, Samanta|Alarcón-Arcos, Samanta",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,54929856000,"Landskron, G.","Landskron, G.|Landskron, Glauben",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,28767817600,"Lobos-Gonzalez, L.","Lobos-Gonzalez, L.|Lobos-González, Lorena",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59180378700,"Dominguez, Antonia","Dominguez, Antonia|Domínguez, Antonia",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,23091751500,"López-K, Francisco","López-K, Francisco|López-Köstner, Francisco",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59271823300,"González, Carlos","González, Carlos|González, Carlos M.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6603624468,"Hermoso, Marcela","Hermoso, Marcela|Hermoso, Marcela A.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,23090504600,"De la Fuente López, Marjorie","De la Fuente López, Marjorie|De la Fuente, Marjorie|De la fuente López, Marjorie|de la Fuente, Marjorie",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55942910500,"Mujika, Inigo","Mujika, Inigo|Mujika, Iñigo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57223157908,"Gomez Barbieri, Gustavo","Gomez Barbieri, Gustavo|Gómez Barbieri, Gustavo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,51461053900,"Cortina, Abdul Hernández","Cortina, Abdul Hernández|Hernandez, Abdul|Hernández Cortina, Abdul",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58778630100,"Schlabs, Farina","Schlabs, Farina|Schlabs, Farina L.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57204288650,"Meneses-Valdes, Roberto","Meneses-Valdes, Roberto|Meneses-Valdés, Roberto",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57218256582,"Richter, Erik A.","Richter, Erik A.|Richter, Erik Arne",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,35511536800,"Jensen, Thomas E.","Jensen, Thomas E.|Jensen, Thomas Elbenhardt",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,36025215000,"Galleguillos, R.","Galleguillos, R.|Galleguillos, Renato|Galleguillos, Renato B.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6603646692,"Astudillo, Hernan","Astudillo, Hernan|Astudillo, Hernán",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59756663300,"Franchello, Marcos","Franchello, Marcos|Franchello, Marcos E.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6506471962,"Galgani, Jose E.","Galgani, Jose E.|Galgani, José Eduardo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57215089347,"Duarte, Lissette","Duarte, Lissette|Duarte-Silva, Lissette",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,7007101727,"Castillo Valenzuela, Oscar","Castillo Valenzuela, Oscar|Castillo, Oscar|Castillo-Valenzuela, Oscar",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56404649500,"Arenas-Massa, Angela","Arenas-Massa, Angela|Arenas-Massa, Ángela",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56888369100,"Diaz, Luis Antonio","Diaz, Luis Antonio|Díaz, Luis Antonio",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57035178000,"Verdugo, Fernando","Verdugo, Fernando|Verdugo, Fernando J.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57214719765,"Leon-Rojas, Jose E.","Leon-Rojas, Jose E.|León Rojas, Jose E.|León-Rojas, Jose E.|León-Rojas, José E.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6602688638,"Pérez-Correa, José R.","Pérez-Correa, José R.|Pérez-Correa, José Ricardo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55386795700,"Mariotti-Celis, María Salomé","Mariotti-Celis, María Salomé|Mariotti-Cellis, María Salomé|Salomé Mariotti Celis, María",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58169838100,"Martínez Hernández, Daniela","Martínez Hernández, Daniela|Martínez-Hernández, Daniela",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,36144332500,"Gutierrez-Espinoza, Hector","Gutierrez-Espinoza, Hector|Gutierrez-Espinoza, Héctor|Gutiérrez Espinoza, Héctor|Gutiérrez-Espinoza, Héctor",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57209027307,"Casals-Hill, Andrea","Casals-Hill, Andrea|Hill, Andrea Casals",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55554207700,"Simón, L.","Simón, L.|Simón, Layla",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,13806185900,"Quest, A.F.G.","Quest, A.F.G.|Quest, Andrew F. G.|Quest, Andrew F.G.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57202015946,"Ali, Mona S.","Ali, Mona S.|Ali, Mona Sadek",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57201997720,"Raun, Steffen H.","Raun, Steffen H.|Raun, Steffen Henning",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,15844890900,"Andersen, Nicoline R.","Andersen, Nicoline R.|Andersen, Nicoline Resen",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56693982800,"Knudsen, Jonas R.","Knudsen, Jonas R.|Knudsen, Jonas Roland",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55866284800,"Williams Oyarce, Carolina","Williams Oyarce, Carolina|Williams, Carolina",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,60042606100,"Sanchez-Duque, Carmen Gloria","Sanchez-Duque, Carmen Gloria|Sánchez-Duque, Carmen",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57203117237,"Barros Rodriguez, Francisco","Barros Rodriguez, Francisco|Barros-Rodríguez, Francisco",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6603440858,"Valdes-Sosa, Pedro","Valdes-Sosa, Pedro|Valdes-Sosa, Pedro A.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59344950900,"Bravo, Vicente Silva","Bravo, Vicente Silva|Silva-Bravo, Vicente",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59344837800,"Moyano Valarezo, Laura","Moyano Valarezo, Laura|Moyano-Valarezo, Laura|Valarezo, Laura Moyano",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59196603200,"Delgado Retamal, María Fernanda","Delgado Retamal, María Fernanda|Delgado-Retamal, Maria Fernanda|Delgado-Retamal, María Fernanda",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,24402097000,"Reccius, Andres","Reccius, Andres|Reccius, Andrés",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,24400395100,"Vasquez, Fabian","Vasquez, Fabian|Vergara, Fabián Vásquez|Vásquez, Fabián",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56340923000,"Aguirre, Juan","Aguirre, Juan|Aguirre, Juan M.|Aguirre, Juan Manuel",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57357613200,"Vasquez, Javiera","Vasquez, Javiera|Vásquez, Javiera",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56585638200,"Mena, Cristian","Mena, Cristian|Mena, Cristián",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57200700620,"Tepper, Angeles","Tepper, Angeles|Tepper, Ángeles",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57200423788,"Ramirez-Mahaluf, Juan P.","Ramirez-Mahaluf, Juan P.|Ramirez-Mahaluf, Juan Pablo|Ramírez-Mahaluf, Juan Pablo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56768082900,"Nachar, Ruben","Nachar, Ruben|Nachar, Rubén",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56586062200,"Gonzalez- Valderrama, Alfonso","Gonzalez- Valderrama, Alfonso|Gonzalez-Valderrama, Alfonso|González, Alfonso|González-Valderrama, Alfonso",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57195366510,"Crossley, Nicolas","Crossley, Nicolas|Crossley, Nicolas A.|Crossley, Nicolás",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57931222900,"Luengo, Macarena Rodriguez","Luengo, Macarena Rodriguez|Rodriguez-Luengo, Macarena|Rodríguez-Luengo, Macarena",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58289745600,"Loyola-Sepulveda, Walter","Loyola-Sepulveda, Walter|Sepulveda-Loyola, Walter|Sepúlveda-Loyola, Walter",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58677390900,"Trujillo-Riveros, Martin","Trujillo-Riveros, Martin|Trujillo-Riveros, Martín",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56496442100,"Møller, Lisbeth L. V.","Møller, Lisbeth L. V.|Møller, Lisbeth L.V.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58142735700,"Rojas-Saffie, Juan Pablo","Rojas-Saffie, Juan Pablo|Saffie, Juan Pablo Rojas",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,16745083000,"Pedreros, Cesar","Pedreros, Cesar|Pedreros, César",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59249254000,"González, Angelo","González, Angelo|González, Ángelo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57239930100,"Mansilla, Katherine Y.","Mansilla, Katherine Y.|Mansilla-Obando, Katherine",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,22955162900,"Hasbun, Pablo","Hasbun, Pablo|Hasbún, Pablo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59256319400,"Garcia, Javiera","Garcia, Javiera|García, Javiera",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59255845000,"Galleguillos, María","Galleguillos, María|Galleguillos, María José",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
