tipo,severidad,clave,nombre_en_fuente,detalle,consecuencia,resolucion,en_poblacion_uft,coocurren_en_publicaciones,n_publicaciones_sin_otra_deteccion
P-05_scopus_id_con_multiples_nombres,media,57219974220,"Valero-Breton, M.","Valero-Breton, M.|Valero-Breton, Mayalen",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56924568900,"Soto, Jorge","Soto, Jorge|Soto, Jorge A.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,14031429600,"Elorza, Alvaro A.","Elorza, Alvaro A.|Elorza, Álvaro A.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57209913457,"Olivares Gálvez, Mariela","Olivares Gálvez, Mariela|Olivares-Galvez, Mariela",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,25638877600,"Luengas Tello, Rafael","Luengas Tello, Rafael|Luengas, Rafael",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57209908331,"Pino, Johanna","Pino, Johanna|Pino-Zuñiga, Johanna|Pino-Zúñiga, Johanna",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57214773641,"Diaz, Camila","Diaz, Camila|Díaz, Camila",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57204092789,"Undurraga, Eduardo A","Undurraga, Eduardo A|Undurraga, Eduardo A.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58979787500,"Gómez, Gustavo","Gómez, Gustavo|Gómez, Gustavo G.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57190952865,"Morán, Javier","Morán, Javier|Morán-Kneer, Javier",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57218391144,"Vasquez-Muñoz, Manuel","Vasquez-Muñoz, Manuel|Vásquez-Muñoz, Manuel",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57376490600,"Arazo, Migdalia Caridad Rusindo","Arazo, Migdalia Caridad Rusindo|Arazo-Rusindo, Migdalia|Arazo-Rusindo, Migdalia Caridad",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57440347900,"Santana-Machuca, Andres","Santana-Machuca, Andres|Santana-Machuca, Andrés",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59753605100,"Jimenez, Andrés Giglio","Jimenez, Andrés Giglio|Jiménez, Andrés Giglio",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57434673700,"Andrades-Ramirez, Oscar","Andrades-Ramirez, Oscar|Andrades-Ramírez, Oscar",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,21738958900,"Adsuar, José","Adsuar, José|Adsuar, José Carmelo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57196234545,"Farias-Valenzuela, Claudio","Farias-Valenzuela, Claudio|Farías-Valenzuela, Claudio",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,7003311362,"Letelier, Juan Carlos","Letelier, Juan Carlos|Letelier, Juan-Carlos",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57212759402,"Avilès Dorlhiac, Raimundo","Avilès Dorlhiac, Raimundo|Avilés-Dorlhiac, Raimundo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,35218763300,"Baker, Julien S","Baker, Julien S|Baker, Julien S.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6503873361,"Ugbolue, Ukadike C","Ugbolue, Ukadike C|Ugbolue, Ukadike Chris",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57204136076,"Valdes-Orrego, Iván","Valdes-Orrego, Iván|Valdés-Orrego, Iván",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58088132900,"Martínez, Mónica","Martínez, Mónica|Martínez, Mónica M.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59169671800,"Alcaíno Adasme, Catalina","Alcaíno Adasme, Catalina|Alcaíno-Adasme, Catalina",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,25823198800,"Iñiguez C., Magaly","Iñiguez C., Magaly|Iñiguez, Magaly",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57194413591,"Gomez, David Santibdnez","Gomez, David Santibdnez|Santibáñez, David",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58169838200,"Perez-Jimenez, Daniela","Perez-Jimenez, Daniela|Perez-Jiménez, Daniela|Pérez-Jiménez, Daniela",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57188672913,"Foxley, Verónica Gubbins","Foxley, Verónica Gubbins|Gubbins, Verónica|Gubbins-Foxley, Verónica",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57195225277,"Huamán-Castilla, Nils L.","Huamán-Castilla, Nils L.|Huamán-Castilla, Nils Leander",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57223926706,"Luque-Vilca, Olivia M.","Luque-Vilca, Olivia M.|Luque-Vilca, Olivia Magaly",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57223937622,"León-Calvo, Nilton C.","León-Calvo, Nilton C.|León-Calvo, Nilton Cesar",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57317659600,"Nuñez-Lisboa, Mario","Nuñez-Lisboa, Mario|Nùñez-Lisboa, M.|Núnez-Lisboa, M.|Núñez-Lisboa, M.N.|Núñez-Lisboa, Mario",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56780131300,"Dewolf, A.H.","Dewolf, A.H.|Dewolf, Arthur|Dewolf, Arthur H.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59469626700,"Valdivia-Arroyo, Rocio","Valdivia-Arroyo, Rocio|Valdivia-Arroyo, Rocío",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59216375900,"Becerra-Rodriguez, Emelyn Sofia","Becerra-Rodriguez, Emelyn Sofia|Becerra-Rodríguez, Emelyn Sofia",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,17734692100,"Ivanenko, Y.","Ivanenko, Y.|Ivanenko, Yury",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,7006810666,"Lacquaniti, F.","Lacquaniti, F.|Lacquaniti, Francesco",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58557295400,"Del-Río, Javiera","Del-Río, Javiera|del Rio, Javiera",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58532084000,"Jorquera-Diaz, Jorge","Jorquera-Diaz, Jorge|Jorquera-Díaz, Jorge",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57713608100,"Crisóstomo Flores, Paz","Crisóstomo Flores, Paz|Crisóstomo-Flores, Paz|Flores, Paz Crisóstomo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56204920800,"Benites, Martin","Benites, Martin|Benites, Martín H.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58066239700,"Goyo, Manuel","Goyo, Manuel|Goyo, Manuel Alejandro",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59216718800,"Escalona Manzo, Catalina","Escalona Manzo, Catalina|Escalona-Manzo, Catalina",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,12774513500,"Wojtaszewski, Jørgen F. P.","Wojtaszewski, Jørgen F. P.|Wojtaszewski, Jørgen F.P.|Wojtaszewski, Jørgen Frank Pind",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55884631100,"Loyola, Manuel","Loyola, Manuel|Loyola, Manuel T.|Loyola, Manuel Tapia",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56976276800,"Letelier Widow, Gonzalo","Letelier Widow, Gonzalo|Widow, Gonzalo Letelier",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57226227863,"Regueira, Tomas E.","Regueira, Tomas E.|Regueira, Tomás",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58904053100,"Roman, Camila","Roman, Camila|Román, Camila",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,26634777800,"Chamorro Melo, Rodrigo","Chamorro Melo, Rodrigo|Chamorro, Rodrigo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57339772200,"Amarouch García, Ismael","Amarouch García, Ismael|Amarouch, Ismael|García, Ismael Amarouch",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,27368060300,"Jorquera, Carlos","Jorquera, Carlos|Jorquera-Aguilera, Carlos",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58417786400,"Baeza, Pablo","Baeza, Pablo|Baeza, Pablo I.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57218242968,"Hernandez-Jaña, Sam","Hernandez-Jaña, Sam|Hernández-Jaña, Sam",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57191579754,"Echeverria, Francisca","Echeverria, Francisca|Echeverría, Francisca",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,16318014100,"Valenzuela Báez, Rodrigo","Valenzuela Báez, Rodrigo|Valenzuela, Rodrigo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57188743733,"Silva, Angelica Kika","Silva, Angelica Kika|Silva-Figueroa, Angelica M.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58559429200,"Larrañaga, Matias","Larrañaga, Matias|Larrañaga, Matías",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,9241266900,"Salvadó, José A.","Salvadó, José A.|Salvadó, José Antonio",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57190753555,"Contreras, P.","Contreras, P.|Contreras, Pamela",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6603367400,"Leyton, L.","Leyton, L.|Leyton, Lisette",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55579349200,"Testa, Enrique Adrian","Testa, Enrique Adrian|Testa, Enrique Adrián",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,22980853100,"Poggio Cano, Daniel","Poggio Cano, Daniel|Poggio-Cano, Daniel",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,54402938900,"Garcia Elvira, Ruben","Garcia Elvira, Ruben|Garcia-Elvira, Rubén",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58070104900,"Riquelme, Pablo Ruiz","Riquelme, Pablo Ruiz|Ruiz Riquelme, Pablo|Ruiz-Riquelme, P.|Ruiz-Riquelme, Pablo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57192432692,"Figueroa, Esteban","Figueroa, Esteban|Figueroa, Esteban G.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57832434200,"Prieto, Ismael Tabilo","Prieto, Ismael Tabilo|Tabilo Prieto, Ismael|Tabilo-Prieto, Ismael",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57216532537,"Monteverde-Fernandez, Nicolas","Monteverde-Fernandez, Nicolas|Monteverde-Fernández, Nicolas|Monteverde-Fernández, Nicolás",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,53163308500,"Carvajal, Cristobal","Carvajal, Cristobal|Carvajal, Cristóbal",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58555930100,"Montero-Orellana, María J.","Montero-Orellana, María J.|Montero-Orellana, María José",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55953937700,"Dagnino-Subiabre, A.","Dagnino-Subiabre, A.|Dagnino-Subiabre, Alexies",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6603548237,"Volkmann, Ulrich G.","Volkmann, Ulrich G.|Volkmann, Ulrich Georg",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57210948470,"Sepulveda, Carlos","Sepulveda, Carlos|Sepúlveda, Carlos",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6506571236,"Cavada Chacón, Gabriel","Cavada Chacón, Gabriel|Cavada, Gabriel",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57201276532,"Gonzalez-Gomez, Raul","Gonzalez-Gomez, Raul|Gonzalez-Gomez, Raúl|González-Gómez, Raúl",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,26535882200,"Campo, Cecilia Gonzalez","Campo, Cecilia Gonzalez|Gonzalez Campo, Cecilia|González Campo, Cecilia",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57194781593,"Moguilner, Sebastian","Moguilner, Sebastian|Moguilner, Sebastián",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55172691400,"Ibañez, Agustin","Ibañez, Agustin|Ibañez, Agustín|Ibáñez, Agustín",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57194420289,"Díaz, Claudia Vergara","Díaz, Claudia Vergara|Vergara, Claudia",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,24401869300,"Murray, Nigel P","Murray, Nigel P|Murray, Nigel P.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6506912454,"Aedo Inostroza, Gabriel","Aedo Inostroza, Gabriel|Aedo, Socrates|Aedo, Sócrates",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6506169664,"Simirgiotis, Mario","Simirgiotis, Mario|Simirgiotis, Mario J.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59532785300,"Camero Lascano, Adriana","Camero Lascano, Adriana|Camero-Lascano, Adriana",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58866584500,"Elizalde Cremonte, Alejandra","Elizalde Cremonte, Alejandra|Elizalde, Alejandra|Elizalde-Cremonte, Alejandra",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,7101880438,"McGuire, Philip","McGuire, Philip|Mcguire, Philip",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55794064800,"Yañez, Osvaldo","Yañez, Osvaldo|Yáñez, Osvaldo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,54279511100,"Vallejo, María S.","Vallejo, María S.|Vallejo, María Soledad",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,7005965335,"Blümel, Juan E.","Blümel, Juan E.|Blümel, Juan Enrique",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57226645675,"Rodrigues, Marcio A.","Rodrigues, Marcio A.|Rodrigues, Marcio Alexandre Hipólito",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55750816100,"Rojas-Thomas, F.","Rojas-Thomas, F.|Rojas-Thomas, Felipe",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57240094400,"Mamani Apaza, Luis Omar","Mamani Apaza, Luis Omar|Mamani-Apaza, Luis Omar",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55058645100,"Zirena Vilca, Franz","Zirena Vilca, Franz|Zirena-Vilca, Franz",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,58033180400,"Villena, José","Villena, José|Villena, José M.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57199783928,"Mejías, Jorge Torres","Mejías, Jorge Torres|Torres, Jorge",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,59459602700,"Rodriguez-Osorio, Benjamin","Rodriguez-Osorio, Benjamin|Rodríguez-Osorio, Benjamín",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55968482900,"Masías H, Víctor H.","Masías H, Víctor H.|Masías H., Víctor H.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57310839900,"Navarro R, Pilar","Navarro R, Pilar|Navarro R., Pilar",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57194422663,"Alliende, Luz M.","Alliende, Luz M.|Alliende, Luz Maria|Alliende, Luz María",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,37111823000,"Bethlehem, Richard","Bethlehem, Richard|Bethlehem, Richard A.I.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,7006962257,"Busatto, Geraldo","Busatto, Geraldo|Busatto, Geraldo F.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,22233746200,"Castro, Mariana","Castro, Mariana|Castro, Mariana N.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6507575263,"De La Fuente-Sandoval, Camilo","De La Fuente-Sandoval, Camilo|Fuente-Sandoval, Camilo de la|de la Fuente-Sandoval, Camilo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56208998400,"Diaz-Caneja, Covadonga M.","Diaz-Caneja, Covadonga M.|Díaz-Caneja, Covadonga M.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57096316500,"Diaz-Zuluaga, Ana Maria","Diaz-Zuluaga, Ana Maria|Díaz-Zuluaga, Ana María",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,8895340300,"Duran, Fabio","Duran, Fabio|Duran, Fabio L.S.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6603415669,"Gama, Clarissa","Gama, Clarissa|Gama, Clarissa S.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,26653711900,"Leon-Ortiz, Pablo","Leon-Ortiz, Pablo|León-Ortiz, Pablo",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,36343578600,"Lopez-Jaramillo, Carlos","Lopez-Jaramillo, Carlos|López-Jaramillo, Carlos",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55549561400,"Pan, Pedro","Pan, Pedro|Pan, Pedro M.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56230862300,"Phahladira, Lebogan","Phahladira, Lebogan|Phahladira, Lebogang",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57219654811,"Zanetti, Marcus","Zanetti, Marcus|Zanetti, Marcus V.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55960980000,"Cepeda-Plaza, M.","Cepeda-Plaza, M.|Cepeda-Plaza, Marjorie",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57206660321,"Barrera Vega, Boris","Barrera Vega, Boris|Barrera, Boris",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,36182970100,"Di Leo, Pablo Francisco","Di Leo, Pablo Francisco|Di-Leo, Pablo Francisco",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57682886400,"Ramos, Teresita","Ramos, Teresita|Ramos, Teresita F.",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57219660357,"Rodriguez, Mery","Rodriguez, Mery|Rodríguez-Parra, Mery",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,55305830400,"Poblete, Ximena","Poblete, Ximena|Poblete-Nuñez, Ximena",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,60232509800,"Loaiza Giraldo, Jessica Paola","Loaiza Giraldo, Jessica Paola|Loaiza-Giraldo, Jessica Paola",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,6602142752,"Sivori, Martin","Sivori, Martin|Sivori, Martín",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,57225050522,"Martinez-Mardones, Mónica","Martinez-Mardones, Mónica|Martinez-Mardones, Mónica Belén|Martínez-Mardones, Mónica B",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
P-05_scopus_id_con_multiples_nombres,media,56699703400,"Bustamante, Andres","Bustamante, Andres|Bustamante, Andrés",variantes de firma bajo un mismo identificador,REVISAR_NORMALIZACION_DE_NOMBRE,,,
