tipo,severidad,nombre_en_fuente,detalle,consecuencia,resolucion
V2-01_orcid_en_conflicto,alta,Castro-Sepúlveda M.,0000-0001-7673-7269|0000-0002-2270-299X,la firma aparece con más de un ORCID entre sus publicaciones,NO_RESOLVER_AUTOMATICAMENTE
